"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
445. Old,3612,TRAGEDY,445. accounting,3698,TRAGEDY
446. Fred,4756,COMEDY,446. moved,2106,TRAGEDY
447. internet,1278,COMEDY,447. error,555,TRAGEDY
448. comes,436,COMEDY,448. entrance,4025,TRAGEDY
449. Turn,4931,COMEDY,449. Army,4172,TRAGEDY
450. told,1673,COMEDY,450. javascript,4178,TRAGEDY
451. did,130,COMEDY,451. FADE,2543,TRAGEDY
452. quest,4311,COMEDY,452. vegetables,786,COMEDY
453. fans,997,COMEDY,453. Error,3003,TRAGEDY
454. farm,3613,COMEDY,454. defined,2123,COMEDY
455. integrating,3060,TRAGEDY,455. len,3157,COMEDY
456. hobbies,3947,COMEDY,456. becomes,884,TRAGEDY
457. mom,3411,COMEDY,457. belonging,3683,COMEDY
458. profound,4253,TRAGEDY,458. Land,4739,COMEDY
459. ran,3992,COMEDY,459. diabetes,3484,TRAGEDY
460. want,653,COMEDY,460. Emma,1795,COMEDY
461. culture,158,TRAGEDY,461. Coffee,4334,COMEDY
462. winter,2256,TRAGEDY,462. tongue,4232,COMEDY
463. enjoy,629,COMEDY,463. operating,1824,TRAGEDY
464. impact,35,TRAGEDY,464. Joe,4710,COMEDY
465. heating,3870,TRAGEDY,465. below,3801,TRAGEDY
466. city,157,TRAGEDY,466. decisions,512,TRAGEDY
467. cues,4328,COMEDY,467. sign,1460,COMEDY
468. marks,3385,TRAGEDY,468. inviting,3776,COMEDY
469. platforms,304,TRAGEDY,469. stroke,4239,TRAGEDY
470. positivity,4296,COMEDY,470. visitors,926,COMEDY
471. games,515,COMEDY,471. bathroom,2900,COMEDY
472. scale,1485,TRAGEDY,472. simulation,4353,TRAGEDY
473. Mexico,3015,COMEDY,473. Well,2846,COMEDY
474. stored,2356,TRAGEDY,474. Michael,2156,COMEDY
475. connect,679,COMEDY,475. practicing,1535,COMEDY
476. difference,715,TRAGEDY,476. Challenges,4568,TRAGEDY
477. divided,3869,TRAGEDY,477. Children,3262,COMEDY
478. eyes,188,TRAGEDY,478. incentives,1429,COMEDY
479. proceed,3052,TRAGEDY,479. threats,1473,TRAGEDY
480. motivation,1791,COMEDY,480. bell,3169,COMEDY
481. implementing,598,TRAGEDY,481. evaluate,1349,TRAGEDY
482. becomes,884,TRAGEDY,482. benefits,122,TRAGEDY
483. investigation,2615,TRAGEDY,483. utilizing,2696,TRAGEDY
484. combine,3849,TRAGEDY,484. addressing,867,TRAGEDY
485. adversity,4145,TRAGEDY,485. button,1174,COMEDY
486. OUT,3598,COMEDY,486. Program,2331,TRAGEDY
487. m,1883,NEUTRAL,487. budget,936,TRAGEDY
488. Social,1296,NEUTRAL,488. share,204,TRAGEDY
489. detailed,4723,TRAGEDY,489. wider,1990,TRAGEDY
490. businesses,194,TRAGEDY,490. Vinci,4351,TRAGEDY
491. feelings,441,TRAGEDY,491. shifting,4501,TRAGEDY
492. Character,4131,TRAGEDY,492. racism,2837,TRAGEDY
493. essays,3148,TRAGEDY,493. tension,1149,TRAGEDY
494. stars,1589,COMEDY,494. indicates,2788,TRAGEDY
495. validation,3028,TRAGEDY,495. immigrants,3090,TRAGEDY
496. complement,3276,TRAGEDY,496. bottles,3652,COMEDY
497. mysteries,4278,TRAGEDY,497. notes,1799,TRAGEDY
498. climbing,3994,COMEDY,498. increased,532,TRAGEDY
499. notice,2475,TRAGEDY,499. looked,1188,TRAGEDY
500. intended,2227,TRAGEDY,500. detect,1992,TRAGEDY
501. whispered,3621,TRAGEDY,501. spells,4066,COMEDY
502. returned,2701,TRAGEDY,502. pepper,1318,COMEDY
503. li,4390,NEUTRAL,503. reported,1966,TRAGEDY
504. purchases,3734,TRAGEDY,504. Character,4131,TRAGEDY
505. Power,1650,TRAGEDY,505. engaging,476,COMEDY
506. Tools,4395,TRAGEDY,506. London,2391,TRAGEDY
507. shadow,3461,TRAGEDY,507. shoes,1819,COMEDY
508. insecurity,4922,TRAGEDY,508. preparing,2760,TRAGEDY
509. checks,2203,TRAGEDY,509. things,236,TRAGEDY
510. Today,1913,NEUTRAL,510. level,232,TRAGEDY
511. Access,3101,COMEDY,511. sculptures,4508,COMEDY
512. urge,4606,COMEDY,512. designer,4048,COMEDY
513. falls,2659,COMEDY,513. needed,389,TRAGEDY
514. Given,1422,TRAGEDY,514. B,819,COMEDY
515. tutorials,3441,COMEDY,515. aging,4626,TRAGEDY
516. Call,4909,TRAGEDY,516. ends,2043,TRAGEDY
517. cause,367,TRAGEDY,517. choices,1034,COMEDY
518. codes,3057,COMEDY,518. based,83,COMEDY
519. bravery,2831,TRAGEDY,519. Case,4017,COMEDY
520. average,3410,COMEDY,520. pork,4119,COMEDY
521. department,2180,COMEDY,521. certification,3139,COMEDY
522. contributing,1806,TRAGEDY,522. reflect,1423,TRAGEDY
523. trauma,2211,TRAGEDY,523. Listen,3871,COMEDY
524. spots,2662,COMEDY,524. Based,1273,COMEDY
525. Always,2415,TRAGEDY,525. pollutants,3491,TRAGEDY
526. commentary,4577,COMEDY,526. android,3629,COMEDY
527. checking,1939,COMEDY,527. windows,2859,COMEDY
528. emerging,1770,TRAGEDY,528. associated,449,COMEDY
529. speak,1568,COMEDY,529. suit,1788,COMEDY
530. dependencies,4727,TRAGEDY,530. placed,1827,COMEDY
531. ranging,3337,COMEDY,531. protocol,4803,COMEDY
532. West,2212,TRAGEDY,532. fishing,1516,COMEDY
533. chaos,1323,TRAGEDY,533. informed,2338,COMEDY
534. kiss,4011,COMEDY,534. model,61,COMEDY
535. package,1659,COMEDY,535. syntax,4340,COMEDY
536. hydrogen,4499,COMEDY,536. seconds,1697,COMEDY
537. firms,3882,TRAGEDY,537. plan,233,COMEDY
538. scientist,4551,COMEDY,538. retain,3541,COMEDY
539. Mugman,4241,COMEDY,539. F,4053,COMEDY
540. Dragon,3558,COMEDY,540. tone,769,COMEDY
541. English,1340,COMEDY,541. advantages,1846,COMEDY
542. gaze,2222,TRAGEDY,542. measured,4746,TRAGEDY
543. Aaron,3080,COMEDY,543. scientists,1823,COMEDY
544. love,176,TRAGEDY,544. safety,267,TRAGEDY
545. Evaluate,4630,COMEDY,545. Look,1108,COMEDY
546. flavors,1465,COMEDY,546. Scooby,3415,COMEDY
547. popularity,1849,COMEDY,547. looks,681,COMEDY
548. i,118,COMEDY,548. extended,3815,TRAGEDY
549. YouTube,2158,COMEDY,549. sat,3281,COMEDY
550. connecting,3108,COMEDY,550. buttons,4021,COMEDY
551. preserve,1873,TRAGEDY,551. Facebook,1246,COMEDY
552. buses,4961,COMEDY,552. refused,4078,TRAGEDY
553. Florida,4780,COMEDY,553. relying,3302,TRAGEDY
554. changed,1225,TRAGEDY,554. wondering,2981,COMEDY
555. chart,2823,COMEDY,555. Bring,4033,COMEDY
556. Cost,4133,COMEDY,556. M,3082,COMEDY
557. negotiations,4363,COMEDY,557. trip,1239,COMEDY
558. accuracy,1110,COMEDY,558. mass,1635,TRAGEDY
559. Provide,957,COMEDY,559. sheer,4223,TRAGEDY
560. museum,1784,COMEDY,560. It,9,COMEDY
561. fallen,3071,TRAGEDY,561. setting,402,TRAGEDY
562. chat,2494,COMEDY,562. Act,1480,COMEDY
563. frame,1810,COMEDY,563. streaming,1488,COMEDY
564. side,372,COMEDY,564. zone,3594,COMEDY
565. transparency,1334,COMEDY,565. Prepare,4671,TRAGEDY
566. twists,4920,COMEDY,566. displayed,3017,TRAGEDY
567. menu,1578,COMEDY,567. advanced,3538,TRAGEDY
568. temperatures,1902,COMEDY,568. solution,645,COMEDY
569. Fashion,4165,COMEDY,569. summary,2482,TRAGEDY
570. Liam,1762,COMEDY,570. lights,1590,COMEDY
571. months,919,TRAGEDY,571. implement,806,COMEDY
572. bone,4285,TRAGEDY,572. remedies,4159,COMEDY
573. Heat,4680,TRAGEDY,573. video,464,COMEDY
574. resolving,4892,COMEDY,574. prison,4186,TRAGEDY
575. lift,4228,COMEDY,575. abandoned,4101,TRAGEDY
576. counseling,2891,TRAGEDY,576. risks,488,TRAGEDY
577. chocolate,1814,COMEDY,577. ginger,4387,COMEDY
578. source,424,TRAGEDY,578. believe,1603,COMEDY
579. hashtags,3785,COMEDY,579. Text,3715,COMEDY
580. patterns,431,TRAGEDY,580. demonstrates,3421,COMEDY
581. chips,3341,COMEDY,581. government,162,TRAGEDY
582. intentions,3578,TRAGEDY,582. nature,218,COMEDY
583. using,25,TRAGEDY,583. Monitoring,4921,TRAGEDY
584. do,77,TRAGEDY,584. tried,1007,COMEDY
585. pass,1885,TRAGEDY,585. wisdom,2456,COMEDY
586. maintenance,1218,TRAGEDY,586. applied,1782,COMEDY
587. led,320,TRAGEDY,587. taste,789,COMEDY
588. Level,4917,TRAGEDY,588. translate,4137,COMEDY
589. decline,1809,TRAGEDY,589. banks,3397,TRAGEDY
590. literacy,3536,TRAGEDY,590. authenticity,3091,COMEDY
591. Journal,2437,TRAGEDY,591. fire,1020,TRAGEDY
592. charming,4662,COMEDY,592. Game,2951,COMEDY
593. falling,2868,TRAGEDY,593. END,4373,TRAGEDY
594. interactions,911,TRAGEDY,594. stopped,4006,TRAGEDY
595. Henry,4678,TRAGEDY,595. sweet,3840,COMEDY
596. You,30,TRAGEDY,596. suggest,577,COMEDY
597. gain,696,COMEDY,597. react,3709,COMEDY
598. City,962,TRAGEDY,598. cancer,1243,TRAGEDY
599. hesitate,2814,TRAGEDY,599. rooted,4894,TRAGEDY
600. diced,4833,COMEDY,600. grammar,3085,COMEDY
601. Could,695,COMEDY,601. promise,3039,TRAGEDY
602. senses,3269,TRAGEDY,602. saying,1706,COMEDY
603. keywords,1907,COMEDY,603. recommendation,4108,COMEDY
604. Sayori,574,TRAGEDY,604. locked,4189,TRAGEDY
605. Test,2128,COMEDY,605. char,2512,COMEDY
606. metal,1973,TRAGEDY,606. Begin,4637,TRAGEDY
607. r,2431,COMEDY,607. survive,2291,TRAGEDY
608. matches,2232,COMEDY,608. MC,2083,COMEDY
609. summer,1637,COMEDY,609. tofu,4270,COMEDY
610. wisdom,2456,TRAGEDY,610. hygiene,4325,COMEDY
611. regions,821,TRAGEDY,611. II,1984,TRAGEDY
612. orders,2688,COMEDY,612. does,98,TRAGEDY
613. overwhelmed,3600,TRAGEDY,613. dates,2625,COMEDY
614. Richard,4261,COMEDY,614. lifetime,4872,TRAGEDY
615. climate,291,TRAGEDY,615. develop,262,TRAGEDY
616. refer,3243,COMEDY,616. August,3712,TRAGEDY
617. gestures,4726,COMEDY,617. noodles,4974,COMEDY
618. try,135,COMEDY,618. Movement,3901,TRAGEDY
619. adapted,2485,COMEDY,619. r,2431,TRAGEDY
620. societies,2061,TRAGEDY,620. permission,4343,TRAGEDY
621. Asia,2248,TRAGEDY,621. potato,4372,COMEDY
622. It,9,COMEDY,622. cheese,1207,COMEDY
623. input,311,COMEDY,623. cash,2357,COMEDY
624. mentor,3587,COMEDY,624. presenting,4110,COMEDY
625. minimize,1322,COMEDY,625. running,721,COMEDY
626. string,531,COMEDY,626. figures,1683,TRAGEDY
627. failure,1999,TRAGEDY,627. equality,1444,TRAGEDY
628. awareness,423,TRAGEDY,628. turning,1856,TRAGEDY
629. selling,2393,COMEDY,629. routes,2567,TRAGEDY
630. Text,3715,COMEDY,630. Washington,3383,TRAGEDY
631. trying,388,COMEDY,631. centers,1998,COMEDY
632. dimension,3952,TRAGEDY,632. employee,875,COMEDY
633. Chapter,1546,TRAGEDY,633. rush,3787,COMEDY
634. Examples,2768,TRAGEDY,634. quantity,3788,TRAGEDY
635. adopt,2047,COMEDY,635. differ,4333,TRAGEDY
636. charge,2247,TRAGEDY,636. pieces,1093,TRAGEDY
637. offerings,2940,TRAGEDY,637. purchases,3734,COMEDY
638. egg,2905,COMEDY,638. Governments,2333,TRAGEDY
639. chili,4158,COMEDY,639. guy,3192,COMEDY
640. Cup,4338,COMEDY,640. Add,761,COMEDY
641. G,3836,COMEDY,641. sensations,3292,COMEDY
642. abilities,590,TRAGEDY,642. intention,4525,TRAGEDY
643. sensations,3292,TRAGEDY,643. bond,1378,TRAGEDY
644. storytelling,1476,TRAGEDY,644. them,13,COMEDY
645. said,235,TRAGEDY,645. riding,4476,COMEDY
646. mistakes,1962,COMEDY,646. Night,4093,TRAGEDY
647. drivers,3035,COMEDY,647. adopted,3156,COMEDY
648. introduce,2674,COMEDY,648. grace,2791,COMEDY
649. Emma,1795,COMEDY,649. gym,4919,COMEDY
650. def,1202,COMEDY,650. cost,412,TRAGEDY
651. addiction,1449,TRAGEDY,651. enjoying,1932,COMEDY
652. Johnson,3116,COMEDY,652. tips,97,COMEDY
653. point,362,TRAGEDY,653. Naruto,1507,COMEDY
654. z,2007,COMEDY,654. radius,4404,TRAGEDY
655. interaction,1496,TRAGEDY,655. mood,830,COMEDY
656. meals,1617,COMEDY,656. named,856,COMEDY
657. cast,2204,COMEDY,657. section,885,TRAGEDY
658. density,3713,TRAGEDY,658. facilities,1567,TRAGEDY
659. tackle,3659,COMEDY,659. Mark,2089,COMEDY
660. owners,2383,TRAGEDY,660. forest,1691,TRAGEDY
661. learned,871,TRAGEDY,661. massage,3666,COMEDY
662. structure,403,TRAGEDY,662. demonstrated,3313,TRAGEDY
663. roads,4032,TRAGEDY,663. flowers,1648,COMEDY
664. agency,2100,TRAGEDY,664. string,531,COMEDY
665. song,932,COMEDY,665. depths,2979,TRAGEDY
666. compromise,3464,TRAGEDY,666. gang,2941,TRAGEDY
667. taste,789,COMEDY,667. covering,3498,TRAGEDY
668. been,21,TRAGEDY,668. crafts,4646,COMEDY
669. maximize,3138,TRAGEDY,669. Red,2160,TRAGEDY
670. requires,426,TRAGEDY,670. phrases,2643,COMEDY
671. accompanied,4620,TRAGEDY,671. End,2345,TRAGEDY
672. image,257,TRAGEDY,672. resources,73,COMEDY
673. catch,1520,COMEDY,673. feed,3492,COMEDY
674. None,2127,TRAGEDY,674. Writing,3733,COMEDY
675. thinking,729,TRAGEDY,675. monitoring,985,TRAGEDY
676. responsibility,815,TRAGEDY,676. bullying,4989,TRAGEDY
677. published,1667,TRAGEDY,677. inclusion,1284,COMEDY
678. fill,2302,COMEDY,678. segment,3585,COMEDY
679. cloth,4084,COMEDY,679. cat,2932,COMEDY
680. orange,2824,COMEDY,680. fear,757,TRAGEDY
681. corruption,2457,TRAGEDY,681. girls,1122,COMEDY
682. inclusion,1284,TRAGEDY,682. columns,3024,COMEDY
683. contains,1139,TRAGEDY,683. strengthen,2811,COMEDY
684. stuck,4494,COMEDY,684. gathering,2938,COMEDY
685. item,1484,TRAGEDY,685. theory,1721,COMEDY
686. racing,3394,COMEDY,686. Family,4859,COMEDY
687. Everyone,4409,TRAGEDY,687. cup,634,COMEDY
688. configuration,2406,TRAGEDY,688. salt,1129,COMEDY
689. passions,4856,COMEDY,689. discipline,3804,TRAGEDY
690. meant,2013,TRAGEDY,690. Structure,3669,TRAGEDY
691. ignoring,4266,TRAGEDY,691. approach,156,TRAGEDY
692. stood,1757,TRAGEDY,692. threads,4817,COMEDY
693. sleeping,3866,COMEDY,693. Monika,720,TRAGEDY
694. tree,1529,COMEDY,694. Great,1091,COMEDY
695. kitchen,2162,COMEDY,695. forms,563,TRAGEDY
696. yourself,270,TRAGEDY,696. December,3456,TRAGEDY
697. conservation,579,TRAGEDY,697. ourselves,2118,TRAGEDY
698. increase,171,COMEDY,698. come,285,COMEDY
699. habit,4141,COMEDY,699. desire,973,TRAGEDY
700. reforms,3472,TRAGEDY,700. faith,2220,TRAGEDY
701. realize,2605,TRAGEDY,701. Contact,3614,TRAGEDY
702. reflected,3399,TRAGEDY,702. situations,782,COMEDY
703. incorporate,1012,COMEDY,703. show,292,COMEDY
704. enter,1658,COMEDY,704. cameras,3561,COMEDY
705. INT,1141,COMEDY,705. screens,3949,COMEDY
706. independence,2460,TRAGEDY,706. modes,4072,TRAGEDY
707. information,22,COMEDY,707. Access,3101,TRAGEDY
708. players,450,COMEDY,708. put,593,COMEDY
709. formatting,2384,COMEDY,709. help,10,COMEDY
710. chemicals,1944,TRAGEDY,710. fur,2874,COMEDY
711. uncertainty,2966,TRAGEDY,711. Old,3612,TRAGEDY
712. apple,3241,COMEDY,712. James,1703,TRAGEDY
713. Did,2253,COMEDY,713. clubs,3159,COMEDY
714. manufacturers,3435,TRAGEDY,714. describing,4383,TRAGEDY
715. myself,924,TRAGEDY,715. land,742,TRAGEDY
716. attire,4086,COMEDY,716. State,1277,TRAGEDY
717. instance,617,TRAGEDY,717. moon,2985,COMEDY
718. illustration,2935,COMEDY,718. innovations,3285,TRAGEDY
719. Kids,4109,COMEDY,719. switch,2179,COMEDY
720. appeared,3579,COMEDY,720. asked,1054,TRAGEDY
721. creature,2187,COMEDY,721. impacting,4932,TRAGEDY
722. operation,1774,TRAGEDY,722. Smith,3357,COMEDY
723. baking,1930,COMEDY,723. songs,1368,COMEDY
724. acts,2037,COMEDY,724. speaking,1565,COMEDY
725. history,150,TRAGEDY,725. fabric,1750,TRAGEDY
726. make,23,COMEDY,726. National,686,TRAGEDY
727. adjust,1204,COMEDY,727. featuring,1712,COMEDY
728. Control,3185,TRAGEDY,728. foundation,1910,TRAGEDY
729. landing,4075,TRAGEDY,729. credibility,3412,TRAGEDY
730. SEO,2246,COMEDY,730. remained,2129,TRAGEDY
731. heat,631,TRAGEDY,731. Section,4824,TRAGEDY
732. worry,1919,TRAGEDY,732. expansion,2405,COMEDY
733. signals,3033,TRAGEDY,733. trying,388,COMEDY
734. represents,1226,TRAGEDY,734. responsibilities,1718,TRAGEDY
735. veggies,4528,COMEDY,735. authors,2639,COMEDY
736. works,290,COMEDY,736. times,303,TRAGEDY
737. willingness,2597,COMEDY,737. member,937,COMEDY
738. road,1549,TRAGEDY,738. Chorus,4091,COMEDY
739. advancements,1004,TRAGEDY,739. Users,3126,COMEDY
740. patience,2749,COMEDY,740. transmission,4012,TRAGEDY
741. scenery,4782,COMEDY,741. block,1337,TRAGEDY
742. White,2469,COMEDY,742. inhabitants,4941,TRAGEDY
743. breakdown,3575,TRAGEDY,743. Adam,4118,COMEDY
744. humanity,1812,TRAGEDY,744. sky,1075,COMEDY
745. Blue,2930,COMEDY,745. platform,364,COMEDY
746. Guide,4504,COMEDY,746. partners,1678,COMEDY
747. Regarding,3827,TRAGEDY,747. providing,175,COMEDY
748. forums,3478,COMEDY,748. translation,2844,COMEDY
749. related,466,COMEDY,749. plans,697,COMEDY
750. classroom,2282,COMEDY,750. joining,3026,COMEDY
751. talent,1759,COMEDY,751. Master,3231,COMEDY
752. emails,2549,COMEDY,752. roads,4032,TRAGEDY
753. conversation,726,COMEDY,753. awareness,423,TRAGEDY
754. philosophy,2544,TRAGEDY,754. article,637,TRAGEDY
755. substance,2442,TRAGEDY,755. prioritize,780,TRAGEDY
756. contexts,2739,TRAGEDY,756. system,60,TRAGEDY
757. assistant,2926,COMEDY,757. listed,3654,TRAGEDY
758. Google,728,COMEDY,758. Share,2283,COMEDY
759. card,1437,COMEDY,759. side,372,COMEDY
760. tools,209,COMEDY,760. roasted,4388,COMEDY
761. us,100,COMEDY,761. finding,641,COMEDY
762. Communication,2573,COMEDY,762. god,3515,TRAGEDY
763. radio,3247,COMEDY,763. community,76,COMEDY
764. Group,2182,COMEDY,764. expressing,2934,COMEDY
765. L,3874,COMEDY,765. Elizabeth,4806,COMEDY
766. State,1277,TRAGEDY,766. helps,238,COMEDY
767. defend,4580,TRAGEDY,767. Point,4986,TRAGEDY
768. Sarah,817,COMEDY,768. ice,1403,COMEDY
769. melody,3616,COMEDY,769. estate,2648,TRAGEDY
770. drawing,2018,COMEDY,770. workforce,2435,TRAGEDY
771. tourism,917,COMEDY,771. went,934,COMEDY
772. missing,1963,TRAGEDY,772. Okay,2576,COMEDY
773. producing,2468,COMEDY,773. Materials,4869,TRAGEDY
774. grasp,4864,TRAGEDY,774. understanding,138,COMEDY
775. gathering,2938,COMEDY,775. remember,589,TRAGEDY
776. authority,1843,TRAGEDY,776. scientist,4551,COMEDY
777. Get,1722,COMEDY,777. ads,2017,COMEDY
778. constraints,2695,TRAGEDY,778. realm,2094,TRAGEDY
779. land,742,TRAGEDY,779. opinions,490,TRAGEDY
780. Revolution,2553,TRAGEDY,780. spoke,3029,COMEDY
781. pool,2321,COMEDY,781. setup,3321,COMEDY
782. texts,3197,COMEDY,782. spinach,4323,COMEDY
783. October,3524,TRAGEDY,783. discover,2155,TRAGEDY
784. results,359,TRAGEDY,784. Mode,2372,TRAGEDY
785. copy,2612,COMEDY,785. pitch,3938,COMEDY
786. region,419,TRAGEDY,786. question,422,TRAGEDY
787. actions,302,TRAGEDY,787. labor,1083,TRAGEDY
788. vendors,3053,COMEDY,788. command,861,TRAGEDY
789. deforestation,2397,TRAGEDY,789. fertility,4427,TRAGEDY
790. penetrate,3031,TRAGEDY,790. Rock,4429,COMEDY
791. sheet,2571,COMEDY,791. forth,4595,TRAGEDY
792. voices,2201,TRAGEDY,792. machine,636,TRAGEDY
793. pursuing,3373,TRAGEDY,793. Maria,2150,TRAGEDY
794. apply,1085,COMEDY,794. unique,2693,COMEDY
795. dishes,635,COMEDY,795. JavaScript,2429,TRAGEDY
796. presented,1790,COMEDY,796. rock,1321,COMEDY
797. evaluating,3701,TRAGEDY,797. vote,3402,TRAGEDY
798. recover,3583,TRAGEDY,798. bills,3830,COMEDY
799. Monitoring,4921,TRAGEDY,799. address,179,TRAGEDY
800. partners,1678,COMEDY,800. tradition,2146,TRAGEDY
801. mass,1635,TRAGEDY,801. Language,2819,TRAGEDY
802. Windows,2680,COMEDY,802. result,275,TRAGEDY
803. gave,1601,COMEDY,803. sauce,953,COMEDY
804. relationship,335,TRAGEDY,804. regression,4787,TRAGEDY
805. names,1240,COMEDY,805. analyzing,1649,TRAGEDY
806. Video,4154,COMEDY,806. textures,2669,COMEDY
807. fruit,1684,COMEDY,807. organize,2803,TRAGEDY
808. incorporating,848,TRAGEDY,808. author,1031,TRAGEDY
809. enable,2077,COMEDY,809. women,251,TRAGEDY
810. ceremonies,4420,TRAGEDY,810. fun,544,COMEDY
811. Utilize,4477,COMEDY,811. camera,678,COMEDY
812. advances,3487,COMEDY,812. bank,2049,TRAGEDY
813. granted,4305,COMEDY,813. guess,4256,COMEDY
814. sensation,2539,COMEDY,814. infection,4469,TRAGEDY
815. Steve,4447,COMEDY,815. Style,4604,COMEDY
816. journal,3362,TRAGEDY,816. City,962,TRAGEDY
817. signal,3075,TRAGEDY,817. grow,844,COMEDY
818. leverage,2736,COMEDY,818. define,1723,TRAGEDY
819. Smart,4955,COMEDY,819. carrying,2816,COMEDY
820. obtained,4231,COMEDY,820. trapped,3929,TRAGEDY
821. Rights,2679,TRAGEDY,821. changes,140,TRAGEDY
822. consume,3821,TRAGEDY,822. designers,2347,COMEDY
823. demonstrating,4355,COMEDY,823. boat,4233,COMEDY
824. victory,2137,COMEDY,824. Freedom,2813,COMEDY
825. approached,2533,COMEDY,825. funding,961,TRAGEDY
826. indicators,4368,TRAGEDY,826. reform,3389,TRAGEDY
827. Dark,4079,TRAGEDY,827. experimenting,4287,COMEDY
828. took,655,COMEDY,828. done,415,COMEDY
829. skincare,4264,COMEDY,829. attempt,2382,COMEDY
830. described,2052,COMEDY,830. defining,4991,TRAGEDY
831. sharing,714,COMEDY,831. service,240,COMEDY
832. tracks,2849,COMEDY,832. reputation,1317,TRAGEDY
833. hunger,4875,TRAGEDY,833. letting,3272,COMEDY
834. hazards,4370,TRAGEDY,834. rise,849,COMEDY
835. attributes,3351,COMEDY,835. containers,3191,COMEDY
836. accomplishment,4963,COMEDY,836. anecdotes,4236,COMEDY
837. Paris,2858,COMEDY,837. poses,3228,COMEDY
838. Jessica,4535,COMEDY,838. settings,1013,COMEDY
839. November,3833,TRAGEDY,839. hub,4335,COMEDY
840. century,1050,TRAGEDY,840. minds,3298,COMEDY
841. university,1828,COMEDY,841. prepared,1941,COMEDY
842. refugees,3566,TRAGEDY,842. Association,2499,TRAGEDY
843. visitors,926,COMEDY,843. produce,927,COMEDY
844. universe,1064,COMEDY,844. Economic,4701,TRAGEDY
845. volume,2031,COMEDY,845. line,299,COMEDY
846. produces,3381,COMEDY,846. S,2134,COMEDY
847. lived,2149,COMEDY,847. legacy,1693,TRAGEDY
848. breach,4947,TRAGEDY,848. remind,2601,TRAGEDY
849. involved,420,COMEDY,849. adorned,2908,COMEDY
850. explaining,3339,COMEDY,850. theories,3143,TRAGEDY
851. dress,1740,COMEDY,851. sum,1792,COMEDY
852. thread,3906,COMEDY,852. photo,2274,COMEDY
853. disabilities,1855,TRAGEDY,853. levels,256,TRAGEDY
854. Dear,2529,COMEDY,854. requests,1699,COMEDY
855. elections,4946,TRAGEDY,855. whispered,3621,TRAGEDY
856. plenty,1779,COMEDY,856. No,2703,TRAGEDY
857. allowing,518,COMEDY,857. appealing,1690,COMEDY
858. car,638,COMEDY,858. draw,2152,COMEDY
859. pollution,570,TRAGEDY,859. alcohol,2483,COMEDY
860. engagement,523,COMEDY,860. investigate,3354,TRAGEDY
861. personalized,2632,COMEDY,861. type,224,COMEDY
862. kids,1892,COMEDY,862. realize,2605,TRAGEDY
863. moment,293,COMEDY,863. growing,659,COMEDY
864. save,774,COMEDY,864. strategy,494,TRAGEDY
865. ships,4295,COMEDY,865. shifted,4443,TRAGEDY
866. surrounding,1001,COMEDY,866. planets,3848,COMEDY
867. places,890,COMEDY,867. agreements,3129,TRAGEDY
868. C,840,COMEDY,868. habits,1560,COMEDY
869. bottle,2886,COMEDY,869. flowing,3627,COMEDY
870. luck,1531,COMEDY,870. traits,2366,TRAGEDY
871. sell,2666,COMEDY,871. padding,3831,COMEDY
872. scheduling,4008,COMEDY,872. participants,1315,COMEDY
873. Association,2499,COMEDY,873. Planet,3431,TRAGEDY
874. portrayed,3905,TRAGEDY,874. G,3836,COMEDY
875. manage,485,COMEDY,875. grill,4870,COMEDY
876. qualifications,3867,COMEDY,876. opens,3165,COMEDY
877. partnerships,1482,COMEDY,877. Click,3306,COMEDY
878. joy,1105,COMEDY,878. guiding,3915,COMEDY
879. passion,1288,COMEDY,879. donations,4193,TRAGEDY
880. weeks,1398,COMEDY,880. instability,3470,TRAGEDY
881. visualize,2721,COMEDY,881. rows,3181,COMEDY
882. examine,3486,COMEDY,882. emphasizing,1725,COMEDY
883. Book,3649,COMEDY,883. Girl,4120,COMEDY
884. reasons,1209,COMEDY,884. skincare,4264,COMEDY
885. release,1018,COMEDY,885. aunt,3944,COMEDY
886. increasing,628,COMEDY,886. demonstrate,2186,COMEDY
887. breathe,4563,COMEDY,887. gun,3256,TRAGEDY
888. realized,925,TRAGEDY,888. enhancing,1857,COMEDY
889. signed,4161,COMEDY,889. guilt,4045,TRAGEDY
890. loading,4431,COMEDY,890. Calculate,3535,COMEDY
